State,NameOfFirm,URL,PrimaryContact,Address,Phone,ListOfStaff,Website,Specialities
Ohio,"American Wood Reface, Inc.",https://remodelingdoneright.nari.org/remodelers/12607914/Details/,Jason Hicks,"Medina, OH",(800) 645-4594,Jason Hicks,http://www.woodreface.com/,Contractor;Kitchen;Remodeling Contractor;Cabinets - Refacing
Ohio,Anne Rogers Interiors,https://remodelingdoneright.nari.org/remodelers/12616438/Details/,Anne Rogers,"Lithopolis, OH",(614)736-6844,Anne Rogers,http://www.annerogersinteriors.com/,Contractor;Interior Design
Ohio,Artistic Renovations of Ohio LLC,https://remodelingdoneright.nari.org/remodelers/12608296/Details/,Kenneth Perrin,"North Royalton, OH",(216) 520-0838,Kenneth Perrin,http://www.artisticreno.com/,Green Remodeler;Contractor;Restoration;Kitchens/Baths;Deck Contractor;Remodeling Contractor;Basement Remodeling;Additions
Ohio,"ASA Controls, Inc.",https://remodelingdoneright.nari.org/remodelers/12574384/Details/,Brian Agnew,"Harrison, OH",(513) 353-3101,Brian Agnew,http://www.asacontrols.com/,Security;Contractor;Lighting Contractor;Remodeling Contractor
Ohio,Assured Construction,https://remodelingdoneright.nari.org/remodelers/12691413/Details/,Ben Koch,"Lebanon, OH",513-708-5009,Ben Koch,http://www.assured.construction.com/,Contractor
Ohio,"Atlas Restoration & Remodeling, Inc.",https://remodelingdoneright.nari.org/remodelers/12544927/Details/,John Horn,"Dayton, OH",(937)222-2100,John Horn,http://www.atlasohio.com/,Countertop Installers;Cabinet Installer;Deck Contractor;Remodeling Contractor;Contractor;Windows/Doors;Kitchens/Baths;Restoration;Siding Contractor
Ohio,"Basement Doctor, The/J & D Basement Systems",https://remodelingdoneright.nari.org/remodelers/92851/Details/,Ron Greenbaum,"Reynoldsburg, OH",877-379-8463,Ron Greenbaum,http://www.mybasementdoctor.com/,Waterproofing;Remodeling Contractor;Disaster Recovery Services;Electrical Services;Residential & Commercial Remodel;Foundations;Basement Remodeling;Insulation Contractor;Contractor;Mold
Ohio,Bath Fitter,https://remodelingdoneright.nari.org/remodelers/12538949/Details/,Aaron Gross,"Worthington, OH",(614)785-1040,Aaron Gross,http://www.bathfitter.com/,Bath;Remodeling Contractor;Contractor
Ohio,"Bathroom Alternatives, Inc. dba Bath Fitter",https://remodelingdoneright.nari.org/remodelers/12282551/Details/,Jason Haught,"Dayton, OH",(937)434-1661,Jason Haught,http://www.bathroomalternatives.com/,Countertops;Kitchens/Baths;Contractor;Remodeling Contractor
Ohio,Beacom Construction,https://remodelingdoneright.nari.org/remodelers/12620994/Details/,Aaron Beacom,"Cardington, OH",419-560-5030,Aaron Beacom,http://www.beacomconstruction.net/,Insulation;Kitchens/Baths;Remodeling Contractor;Contractor;Roofing Contractor;Remodeler;Siding & Windows
Ohio,Bella Casa Designs,https://remodelingdoneright.nari.org/remodelers/12627236/Details/,Camille Verbic,"Aurora, OH",(440) 543-9590,Camille Verbic,,Design/Build;Contractor
Ohio,Bill Davis/Mr. Fix It,https://remodelingdoneright.nari.org/remodelers/12587418/Details/,Bill Davis,"Columbus, OH",614-394-7104,Bill Davis,,Windows/Doors;Contractor;Remodeling Contractor;Bath
Ohio,"Borowske Builders, Inc.",https://remodelingdoneright.nari.org/remodelers/12607888/Details/,Donald Borowske,"North Royalton, OH",(440) 582-5850,Donald Borowske,http://www.borowskebuilders.com/,Additions;Lighting Contractor;Deck Contractor;Remodeling Contractor;Contractor;Flooring Contractor;Kitchen;Cabinets
Ohio,Buckeye Basements,https://remodelingdoneright.nari.org/remodelers/12554418/Details/,Jonathan Smith,"Delaware, OH",(740)368-5888,Jonathan Smith,http://www.buckeyebasements.com/,Contractor;Wine Cellars;Basement Remodeling;Remodeling Contractor;Home Theater
Ohio,"Building Concepts Remodeling, Inc. dba Building Concepts",https://remodelingdoneright.nari.org/remodelers/12285333/Details/,Scott Stoelting,"Cincinnati, OH",(513)769-5044,Scott Stoelting,http://www.buildingconceptsremodeling.com/,Cabinet Installer;Windows/Doors;Kitchens/Baths;Contractor;Restoration;Remodeling Contractor;Tile Contractor;Countertop Installers;Deck Contractor
Ohio,"Cabinet Creations Design Gallery, Inc.",https://remodelingdoneright.nari.org/remodelers/12609421/Details/,Vicki Waker,"Kettering, OH",(937) 781-2234,Vicki Waker,http://www.cabinetcreationsinc.com/,Kitchens/Baths;Countertop Installers;Cabinets;Contractor;Residential & Commercial Remodel;Remodeling Contractor
Ohio,"Cardinal Asphalt Company, Inc.",https://remodelingdoneright.nari.org/remodelers/12289680/Details/,Marilyn Richardson,"Cuyahoga Falls, OH",(330)928-7325,Marilyn Richardson,,Contractor;Paving;Remodeling Contractor
Ohio,Carter Lumber,https://remodelingdoneright.nari.org/remodelers/12692543/Details/,Donnie Bowman,"Mason, OH",513-707-8285,Donnie Bowman,http://www.carterlumber.com/,Wood
Ohio,Chagrin River Company,https://remodelingdoneright.nari.org/remodelers/12626438/Details/,Michael Staffileno,"Chardon, OH",(440) 729-7270,Michael Staffileno,http://www.chagrinriverco.com/,Additions;Handyman Services;Kitchens/Baths;Contractor;Remodeling Contractor;Design/Build
Ohio,Change My Place,https://remodelingdoneright.nari.org/remodelers/12609473/Details/,Kathleen Horrigan,"Granville, OH",614-571-6114,Kathleen Horrigan,http://www.changemyplace.com/,Interior Design;Remodeling Contractor;Contractor
Ohio,"Creative Housing, Inc.",https://remodelingdoneright.nari.org/remodelers/12615348/Details/,Critty Buenconsejo,"Columbus, OH",(614)418-7725,"Critty Buenconsejo; Christine Stouffer CGB, CGR, CAPS, CGP, CLIPP",http://creativehousing.org/,Remodeling Contractor;Universal Design Remodeler;Contractor
Ohio,Cris Construction Co.,https://remodelingdoneright.nari.org/remodelers/12288103/Details/,Cris Maggert,"Union, OH",(937)836-1492,Cris Maggert,,Siding Contractor;Remodeling Contractor;Deck Contractor;Residential & Commercial Remodel;Roofing Contractor;Specialty Contractor;Restoration;Tile Contractor;Contractor;Kitchens/Baths
Ohio,Curb Appeal Painting,https://remodelingdoneright.nari.org/remodelers/12691624/Details/,Andrew Smola,"Cleveland, OH",216-291-2422,Andrew Smola,http://www.curbappealpainting.com/,Specialty Contractor;Painting
Ohio,Custom Fireplace Shop,https://remodelingdoneright.nari.org/remodelers/12256202/Details/,Denise Hill,"North Canton, OH",(330)499-7341,Denise Hill,http://www.customfireplaceshop.us/Retail-Showroom_ep_41.html,Contractor;Remodeling Contractor;Fireplaces/Chimneys
Ohio,"D & J Contracting Services, LLC",https://remodelingdoneright.nari.org/remodelers/12628151/Details/,Michael Hess,"Columbus, OH",740-548-4330,Michael Hess,,Painting;Contractor
Ohio,Danzig Construction,https://remodelingdoneright.nari.org/remodelers/12627925/Details/,Doug Danzig,"Dublin, OH",614-985-3544,Doug Danzig,http://www.danzigconstruction.com/,Contractor;Remodeling Contractor;Design/Build;Kitchens/Baths
Ohio,Dave Osmond Builders,https://remodelingdoneright.nari.org/remodelers/12588992/Details/,David Osmond,"Powell, OH",614-431-6400,David Osmond,http://www.dmobuilders.com/,Additions;Kitchens/Baths;Remodeling Contractor;Contractor;Specialty Contractor;Deck Contractor
Ohio,Davidson Builders,https://remodelingdoneright.nari.org/remodelers/12541984/Details/,Scott Davidson,"Galena, OH",(614)808-5310,Scott Davidson,http://www.davidsonhomeremodeling.com/,Kitchens/Baths;Additions;Remodeling Contractor;Contractor;Restoration
Ohio,"Dayton Home Remodeling, LLC",https://remodelingdoneright.nari.org/remodelers/12601976/Details/,Michael Mergler,"Kettering, OH",(937) 258-6200,Michael Mergler,http://www.daytonhomeremodeling.com/,Remodeling Contractor;Siding Contractor;Contractor;Cabinet Installer;Deck Contractor;Windows/Doors;Cabinets - Refacing;Countertop Installers;Tile Contractor;Kitchens/Baths
Ohio,Desborough Construction Inc.,https://remodelingdoneright.nari.org/remodelers/12608023/Details/,John Desborough,"Perry, OH",(440) 259-1050,John Desborough,http://www.desboroughconstruction.com/,Contractor;Remodeling Contractor
Ohio,Diamond Building & Remodeling,https://remodelingdoneright.nari.org/remodelers/12671277/Details/,Don Pritchard,"Hilliard, OH",614-989-0915,Don Pritchard,,Roofing Contractor;Siding Contractor;Cabinets;Contractor;Design/Build;Kitchens/Baths
Ohio,Direct Home Improvements,https://remodelingdoneright.nari.org/remodelers/12569896/Details/,Jerome Davis,"Pickerington, OH",(740)862-8500,Jerome Davis,http://www.dhioh.com/,Windows/Doors;Specialty Contractor;Contractor;Siding Contractor;Kitchens/Baths;Home Theater;Remodeling Contractor
Ohio,Distinctive Kitchen & Bath,https://remodelingdoneright.nari.org/remodelers/12673392/Details/,Taylor Maddy,"Columbus, OH",614-505-6335,Taylor Maddy,http://www.selectkitchendesign.com/,Design/Build;Kitchen
Ohio,"Domain Building Concepts, LLC",https://remodelingdoneright.nari.org/remodelers/12571178/Details/,Michael Harber,"Plain City, OH",(614)873-1600,Michael Harber,http://www.domainbuildingconcepts.com/,Remodeling Contractor;Contractor;Residential & Commercial Remodel;Restoration
Ohio,Dream Home Construction,https://remodelingdoneright.nari.org/remodelers/12608159/Details/,Scott Burton,"Chardon, OH",(440) 285-8516,Scott Burton,http://www.dreamhome-construction.com/,Contractor;Basement Remodeling;Additions;Design/Build;Sunrooms;Kitchens/Baths;Residential & Commercial Remodel;Remodeling Contractor;Green Remodeler;Wine Cellars
Ohio,Eagle Design & Construction,https://remodelingdoneright.nari.org/remodelers/12691120/Details/,Daniel Garry,"Painesville, OH",440-223-7755,Daniel Garry,http://www.eagledesignconst.com/,Cabinet Installer;Countertop Installers;Deck Contractor;Closet Design & Install;Designer/Architect;Contractor;Remodeler;Countertops
Ohio,Eagle Specialty Remodeling,https://remodelingdoneright.nari.org/remodelers/12607290/Details/,Tom Carskadon,"Columbus, OH",614-326-0011,Tom Carskadon,http://www.eagleknowsremodeling.com/,Contractor;Additions;Basement Remodeling;Siding Contractor;Remodeling Contractor;Windows/Doors;Sunrooms;Deck Contractor;Kitchens/Baths
Ohio,"Elite Home Remodeling, Inc.",https://remodelingdoneright.nari.org/remodelers/12626155/Details/,Janet Harmon,"Columbus, OH",(614)785-6700,Janet Harmon,http://www.goelitehomeremodeling.com/,Remodeling Contractor;Kitchens/Baths;Sunrooms;Contractor
Ohio,Epic Group Ohio,https://remodelingdoneright.nari.org/remodelers/12646275/Details/,Susan Dyas,"Dublin, OH",614-314-9063,Susan Dyas,http://www.epicgroupohio.com/,Remodeling Contractor;Contractor;Decks & Patios;Landscapers;Design/Build;Kitchens/Baths
Ohio,"Euclid Jalousies, Inc.",https://remodelingdoneright.nari.org/remodelers/82861/Details/,Tim Aquila,"Cleveland, OH",(216)486-1112,Tim Aquila,,Kitchens/Baths;Windows/Doors;Remodeling Contractor;Contractor;Siding Contractor
Ohio,"Exceptional One Services, LLC",https://remodelingdoneright.nari.org/remodelers/12667581/Details/,Daniel Messer,"Etna, OH",614-759-7161,Daniel Messer,http://www.exceptional-one.com/,Contractor
Ohio,EZ-Integration,https://remodelingdoneright.nari.org/remodelers/12627927/Details/,Wes Hopkin,"Dublin, OH",614-495-3700,Wes Hopkin,http://www.ez-integration.com/,Contractor;Audio Visual;Universal Design Remodeler;Security;Home Theater
Ohio,Fix It List It Sold,https://remodelingdoneright.nari.org/remodelers/12692794/Details/,Cody Woodard,"Lebanon, OH",937-256-4011,Cody Woodard,,
Ohio,"Forest City Builders Group, LLC",https://remodelingdoneright.nari.org/remodelers/12691618/Details/,Stefan Mendrea,"Hinckley, OH",330-441-0263,Stefan Mendrea,http://www.forestcitybuilt.com/,Kitchen;Kitchens/Baths;Water Damage;Remodeler;Room Additions;Contractor;Residential Remodeling Services
Ohio,"Frontier Remodeling Co., Inc.",https://remodelingdoneright.nari.org/remodelers/12290256/Details/,Robert Justice,"Baltimore, OH",614-332-1055,Robert Justice,,Remodeling Contractor;Contractor
Ohio,Gemini Corporation Building Solutions,https://remodelingdoneright.nari.org/remodelers/12600302/Details/,Jason Pendola,"Warsaw, OH",740-327-1115,Jason Pendola,http://www.geminicorp.org/,Sunrooms;Kitchens/Baths;Remodeling Contractor;Painting;Contractor;Cabinets;Plumbing Contractor;Windows/Doors;Flooring Contractor;Roofing Contractor
Ohio,Golden Hammer Remodeling Group,https://remodelingdoneright.nari.org/remodelers/12673144/Details/,Donald Foldesy,"Avon, OH",(440) 934-6307,Donald Foldesy,http://www.goldenhammer440.com/,Design/Build;Business Services/Consulting;Cabinet Installer;Countertop Installers;Contractor;Doors;Drywall;Deck Contractor
Ohio,Gossing Construction Co.,https://remodelingdoneright.nari.org/remodelers/12545353/Details/,Dominic Giordano,"Sunbury, OH",(740)965-0822,Dominic Giordano,http://www.gossingconstruction.com/,Flooring Contractor;Kitchens/Baths;Remodeling Contractor;Contractor;Additions;Cabinet Installer;Countertop Installers
Ohio,Greater Dayton Building & Remodeling,https://remodelingdoneright.nari.org/remodelers/123467/Details/,Matt Jones,"Beavercreek, OH",(937) 426-3577,Matt Jones,http://www.greaterdaytonbr.com/,Home Theater;Design/Build;Kitchens/Baths;Contractor;Specialty Contractor;Deck Contractor;Remodeling Contractor;Additions
Ohio,Griffey Remodeling,https://remodelingdoneright.nari.org/remodelers/12548711/Details/,Charlie Griffey,"Columbus, OH",(614)751-6920,Charlie Griffey,http://www.griffeyremodeling.com/,Remodeling Contractor;Contractor;Specialty Contractor;Additions;Kitchens/Baths
Ohio,"GutterShutter of Dayton, Inc. (The)",https://remodelingdoneright.nari.org/remodelers/12542172/Details/,Mark Steinberg,"Cincinnati, OH",(937)853-6000,Mark Steinberg,http://www.guttershutter.com/,Remodeling Contractor;Contractor;Gutters
Ohio,Habitat for Humanity - Delaware County,https://remodelingdoneright.nari.org/remodelers/12605724/Details/,Todd Miller,"Delaware, OH",740-363-9950,Todd Miller,http://www.habitatdelawareco.org/,Non-Profit Home Building
Ohio,Habitat for Humanity - MidOhio,https://remodelingdoneright.nari.org/remodelers/12605720/Details/,Casey Garrett,"Columbus, OH",614-737-8673,Casey Garrett,http://www.restoremidohio.org/,Non-Profit Home Building
Ohio,Habitat for Humanity Lorain County,https://remodelingdoneright.nari.org/remodelers/12633856/Details/,Kelly LaRosa,"Amherst, OH",(440) 984-3343,Kelly LaRosa,http://www.loraincountyhabitat.org/,Non-Profit Home Building
Ohio,"Haire Construction, LLC",https://remodelingdoneright.nari.org/remodelers/12689860/Details/,Jennifer Haire,"Cincinnati, OH",(513) 381-7926,Jennifer Haire,,Remodeler
Ohio,"Hamilton Remodeling, LLC",https://remodelingdoneright.nari.org/remodelers/12618490/Details/,Bryan Hamilton,"Dublin, OH",614-586-8995,Bryan Hamilton,http://www.hamiltongrp-ohio.com/,Siding;Kitchens/Baths;Remodeling Contractor;Contractor;Windows/Doors
Ohio,Haus Studio Designs,https://remodelingdoneright.nari.org/remodelers/12691501/Details/,Tyler Swartzmiller,"Columbus, OH",614-398-4287,Tyler Swartzmiller,http://www.hausstudiodesigns.com/,Kitchens/Baths
Ohio,Heflin Home Remodeling,https://remodelingdoneright.nari.org/remodelers/12546029/Details/,J Heflin,"Marysville, OH",(937)644-0446,J Heflin,http://heflinremodeling.com/,Kitchens/Baths;Design/Build;Siding Contractor;Additions;Sunrooms;Decks & Patios;Specialty Contractor;Contractor;Remodeling Contractor;Tile Contractor
Ohio,"Homework, LLC",https://remodelingdoneright.nari.org/remodelers/12556238/Details/,Jim Engler,"Rocky River, OH",(440)895-9675,Jim Engler,http://www.jehomework.com/,Drywall;Contractor;Kitchens/Baths;Heating Air Conditioning Contractor;Remodeling Contractor;Tile Contractor;Electrical Services;Plumbing Contractor
Ohio,Infinity from Marvin – Columbus,https://remodelingdoneright.nari.org/remodelers/12538375/Details/,Tracie Sandefur,"Columbus, OH",(614)781-9600,Tracie Sandefur,http://www.windowpro.com/,Windows/Doors;Contractor;Remodeling Contractor
Ohio,InHome Concepts,https://remodelingdoneright.nari.org/remodelers/12569932/Details/,Joann Cavestri,"Columbus, OH",(614)885-8420,Joann Cavestri,http://www.inhomeconcepts.com/,Remodeling Contractor;Kitchens/Baths;Contractor
Ohio,"Innovative Interiors Cincinnati, LLC Kitchens & Bath",https://remodelingdoneright.nari.org/remodelers/12630180/Details/,Todd Bramble,"Amelia, OH",(513) 403-7033,Todd Bramble,,Contractor;Remodeling Contractor
Ohio,"J. Russell Construction, Inc.",https://remodelingdoneright.nari.org/remodelers/12538644/Details/,James Wilson,"Tallmadge, OH",(330)633-6462,James Wilson,http://jrussellconstruction.com/,Remodeling Contractor;Painting;Contractor;Kitchens/Baths;Basement Remodeling;Additions;Disaster Recovery Services;Water Damage;Residential & Commercial Remodel
Ohio,"James Construction and Renovation, LLC",https://remodelingdoneright.nari.org/remodelers/12620796/Details/,Brian James,"Dayton, OH",(937) 567-0606,Brian James,http://www.builddayton.com/,Universal Design Remodeler;Remodeling Contractor;Tile Contractor;Kitchens/Baths;Windows/Doors;Siding Contractor;Cabinet Installer;Restoration;Deck Contractor
Ohio,"JEMM Construction, LLC",https://remodelingdoneright.nari.org/remodelers/12620203/Details/,Mark Maltry Jr.,"Painesville, OH",440-358-0008,Mark Maltry Jr.,http://www.jemmconstruction.net/,Additions;Remodeling Contractor;Contractor;Kitchens/Baths
Ohio,Jordan Remodeling LLC,https://remodelingdoneright.nari.org/remodelers/12668973/Details/,Todd Jordan,"Logan, OH",740-279-6681,Todd Jordan,,Contractor;Contractor
Ohio,JP Compass,https://remodelingdoneright.nari.org/remodelers/12689942/Details/,Jonathan Park,"Chesterland, OH",(440) 635-0500,Jonathan Park,http://www.jpcompass.com/,Architectural Design;Kitchens/Baths;Residential Remodeling Services;Remodeling Contractor;Design/Build;Interior Design
Ohio,JP Paintings & Coatings,https://remodelingdoneright.nari.org/remodelers/12691591/Details/,Felicia Powers,"Columbus, OH",614-929-9387,Felicia Powers,http://jppaintingandcoatings.com/,Painting
Ohio,"Just Call Jason, LLC",https://remodelingdoneright.nari.org/remodelers/12692354/Details/,Jason Byers,"Franklin, OH",937-694-9595,Jason Byers,http://www.justcalljason.com/,Kitchens/Baths;Remodeler
Ohio,Keefer Contractors,https://remodelingdoneright.nari.org/remodelers/12542575/Details/,Tony Keefer,"Pickerington, OH",(614)920-2004,Tony Keefer,http://www.keefercontractors.com/,Specialty Contractor;Sunrooms;Home Theater;Contractor;Decks & Patios;Kitchens/Baths;Remodeling Contractor;Additions
Ohio,"Kessler Construction Services, LLC",https://remodelingdoneright.nari.org/remodelers/12538639/Details/,Justin Peake,"Cincinnati, OH",(513)574-8812,Justin Peake,http://www.kessler-construction.com/,Remodeling Contractor;Universal Design Remodeler;Green Remodeler;Kitchens/Baths;Restoration;Deck Contractor;Cabinet Installer;Contractor;Countertop Installers
Ohio,Ketron Custom Builders,https://remodelingdoneright.nari.org/remodelers/12550926/Details/,Travis Ketron,"Granville, OH",(740)587-4442,Travis Ketron,http://www.ketroncustombuilders.com/,Kitchens/Baths;Cabinets;Specialty Contractor;Remodeling Contractor;Closet Design & Install;Contractor
Ohio,"Kitchen Kraft, Inc.",https://remodelingdoneright.nari.org/remodelers/12616643/Details/,Jim Deen,"Columbus, OH",614-449-7200,Jim Deen,http://www.kitchenkraftinc.com/,Kitchens/Baths;Painting;Remodeling Contractor;Cabinet Installer;Flooring Contractor;Contractor;Countertop Installers
Ohio,Kitchen N Bath Depo,https://remodelingdoneright.nari.org/remodelers/12693686/Details/,Sarah Lim,"Hilliard, OH",614-876-8788,Sarah Lim,http://knbd.biz/,
Ohio,"Kuhns Contracting, Inc.",https://remodelingdoneright.nari.org/remodelers/12286658/Details/,Anthony Kuhns,"Plain City, OH",(614)873-8230,Anthony Kuhns,http://www.kuhnscontracting.com/,Kitchens/Baths;Roofing Contractor;Additions;Specialty Contractor;Windows/Doors;Remodeling Contractor;Contractor
Ohio,Luxury Heating Co.,https://remodelingdoneright.nari.org/remodelers/12645830/Details/,Paul Samek,"Sheffield Village, OH",(440) 366-0971,Paul Samek,http://www.luxuryheatingco.com/,Heating Air Conditioning Contractor
Ohio,"M. Gruver Construction, Inc.",https://remodelingdoneright.nari.org/remodelers/12540323/Details/,Michael Gruver,"Wadsworth, OH",(330)336-6827,Michael Gruver,,Residential Remodeling;Remodeling Contractor;Contractor
Ohio,"Mack and Sons Service, Inc.",https://remodelingdoneright.nari.org/remodelers/12580525/Details/,Joshua Mack,"Wellington, OH",(440)775-4670,Joshua Mack,http://www.mackandsons.com/,Remodeling Contractor;Siding & Windows;Electrical Services;Building Materials;Flooring Contractor;Restoration;Contractor;Building Supplies
Ohio,Makoski Construction & Remodeling,https://remodelingdoneright.nari.org/remodelers/12562022/Details/,Frank Makoski,"Chesterland, OH",440-729-1158,Frank Makoski,http://www.makoski.com/,Design/Build;Kitchens/Baths;Green Remodeler;Restoration;Remodeling Contractor;Contractor;Additions;Universal Design Remodeler;Basement Remodeling
Ohio,Mary Shipley Interiors,https://remodelingdoneright.nari.org/remodelers/12631850/Details/,Mary Shipley-Smith,"Columbus, OH",614-946-1010,Mary Shipley-Smith,http://www.maryshipleyinteriors.com/,Window Treatments;Contractor;Interior Design
Ohio,McCann Custom Remodeling,https://remodelingdoneright.nari.org/remodelers/12690351/Details/,John McCann,"Cincinnati, OH",513-800-4144,John McCann,http://mccanncustomremodeling.com/,Remodeler
Ohio,Metz General Construction LLC,https://remodelingdoneright.nari.org/remodelers/12667616/Details/,Kyle Metz,"Coolville, OH",740-350-9480,Kyle Metz,,Remodeling Contractor;Roofing Contractor;Contractor;Kitchens/Baths
Ohio,Meyer Brothers & Sons,https://remodelingdoneright.nari.org/remodelers/12687787/Details/,Rebekah Calhoun,"Hamilton, OH",(513) 863-9996,Rebekah Calhoun,http://www.meyerbrothersandsons.com/,Design/Build;Remodeler
Ohio,"Miller Troyer Custom Homes, Amish Cabinets & Remodeling",https://remodelingdoneright.nari.org/remodelers/12607351/Details/,Troy Miller,"New Albany, OH",(614)595-7270,Troy Miller,http://www.millertroyer.com/,Tile Contractor;Contractor;Kitchens/Baths;Remodeling Contractor;Cabinets;Flooring Contractor;Design/Build
Ohio,Murphy Home Improvement,https://remodelingdoneright.nari.org/remodelers/117421/Details/,Thomas Murphy,"Cincinnati, OH",(513)922-8989,Thomas Murphy,http://www.murphyhomeimprovements.com/,Roofing Contractor;Contractor;Remodeling Contractor;Windows/Doors;Window Coverings;Siding Contractor
Ohio,"Neverman Construction Co., Inc.",https://remodelingdoneright.nari.org/remodelers/12531217/Details/,Ken Neverman,"Columbus, OH",(614)294-1100,Ken Neverman,http://www.nevermanconstruction.com/,Water Damage;Disaster Recovery Services;Residential & Commercial Remodel;Restoration;Contractor;Remodeling Contractor
Ohio,NHD Construction & Design,https://remodelingdoneright.nari.org/remodelers/12607932/Details/,Aaron Strang,"Columbia Station, OH",(440) 748-2658,Aaron Strang,http://www.newhorizondev.com/,Additions;Contractor;Basement Remodeling;Deck Contractor;Remodeling Contractor;Residential & Commercial Remodel;Kitchens/Baths
Ohio,Norb Boh Constuction Co.,https://remodelingdoneright.nari.org/remodelers/121509/Details/,Norbert Boh,"Cincinnati, OH",(513)385-2119,Norbert Boh,http://www.bohconstruction.com/,Contractor;Windows/Doors;Siding Contractor;Restoration;Remodeling Contractor;Cabinet Installer;Kitchens/Baths;Deck Contractor
Ohio,Northeast Ohio Home Renovations,https://remodelingdoneright.nari.org/remodelers/12673146/Details/,Bethany Demrovski,"Hudson, OH",(330) 523-6919,Bethany Demrovski,http://www.neohomerenovations.com/,Residential Remodeling Services;Wood;Remodeling Contractor;Cabinet Installer;Kitchens/Baths;Tile Contractor
Ohio,"Ohio Bath Solutions, LLC dba Bath Fitter",https://remodelingdoneright.nari.org/remodelers/12607865/Details/,Aaron Gross,"Worthington, OH",(800) 594-8776,Aaron Gross,http://www.bathfitter.com/,Contractor;Remodeling Contractor;Bath
Ohio,Ohio Exteriors,https://remodelingdoneright.nari.org/remodelers/12691515/Details/,James Green,"Gahanna, OH",614-239-7663,James Green,http://www.ohioexteriors.com/,Contractor;Siding;Specialty Contractor
Ohio,Ohio Garage Interiors,https://remodelingdoneright.nari.org/remodelers/12608208/Details/,Scott Gleske,"Brunswick, OH",(440) 520-9370,Scott Gleske,http://www.ohiogarageinteriors.com/,Storage;Remodeling Contractor;Concrete Services;Contractor;Cabinet Installer;Flooring Contractor;Garage;Closet Design & Install;Painting
Ohio,"Ohio Technical Services, Inc.",https://remodelingdoneright.nari.org/remodelers/12531219/Details/,Brian Hatfield,"Columbus, OH",(614)372-0829,Brian Hatfield,http://www.ohiotechserv.com/,Asbestos Removal;Contractor;Remodeling Contractor;Waste Disposal
Ohio,Owens Construction,https://remodelingdoneright.nari.org/remodelers/12548900/Details/,William (Bill) Owens,"Powell, OH",(614)846-1149,William (Bill) Owens,http://www.owensconstruction.com/,Contractor;Kitchens/Baths;Remodeling Contractor;Universal Design Remodeler;Additions
Ohio,Pat Scales Remodeling,https://remodelingdoneright.nari.org/remodelers/12618136/Details/,Pat Scales,"Worthington, OH",614-505-6084,Pat Scales,http://www.patscalesremodeling.com/,Residential & Commercial Remodel;Kitchens/Baths;Contractor;Remodeling Contractor;Basement Remodeling
Ohio,Patio Enclosures by Great Day Improvements,https://remodelingdoneright.nari.org/remodelers/12608375/Details/,Madison Phillips,"Macedonia, OH",330-988-5897,Madison Phillips,http://www.greatdayimprovements.com/,Contractor;Decks & Patios;Remodeling Contractor
Ohio,Payne and Payne Construction DBA Payne and Payne Renovations and Design,https://remodelingdoneright.nari.org/remodelers/12686825/Details/,Christy Duffus,"Chesterland, OH",(440) 226-5040,Christy Duffus,http://www.payne-payne.com/renovations,Remodeling Contractor
Ohio,Pioneer Basement Solutions,https://remodelingdoneright.nari.org/remodelers/12694061/Details/,Ron Lee,"Akron, OH",(330)773-0109,Ron Lee,http://www.pioneerbasementsolutions.com/,
Ohio,"Pomante Contractors, Inc.",https://remodelingdoneright.nari.org/remodelers/12538570/Details/,Robert Pomante,"Columbus, OH",(614)262-1112,Robert Pomante,http://www.pomantecontractors.com/,Residential & Commercial Remodel;Contractor;Restoration;Sunrooms;Kitchens/Baths;Roofing Contractor;Remodeling Contractor;Design/Build;Specialty Contractor
Ohio,"Professional Design Services, LLC",https://remodelingdoneright.nari.org/remodelers/12605693/Details/,Tim Beeker,"Columbus, OH",614-365-1823,Tim Beeker,http://www.prodesignservices.net/,Contractor;Design Firm;Architectural Design;Designer/Architect
Ohio,ProMaster Home Repair & Handyman of Cincinnati,https://remodelingdoneright.nari.org/remodelers/12686077/Details/,Don Kennedy,"Milford, OH",(513) 724-0539,Don Kennedy,http://www.mastermylist.com/,Contractor
Ohio,"Queen City Mechanicals, Inc.",https://remodelingdoneright.nari.org/remodelers/12591394/Details/,Beverly Gilbert,"Cincinnati, OH",(513) 353-1430,Beverly Gilbert,http://queencitymech.com/,Remodeling Contractor;Plumbing Contractor;Contractor
Ohio,"R. A. Kalfas Home Improvement, Inc.",https://remodelingdoneright.nari.org/remodelers/12539050/Details/,Courtney Kalfas,"Strongsville, OH",(440)238-5498,Courtney Kalfas,http://www.rakalfas.com/,Millwork;Remodeling Contractor;Siding & Windows;Additions;Roofing Contractor;Kitchens/Baths;Contractor;Sunrooms
Ohio,"R.H. Homes, Ltd.",https://remodelingdoneright.nari.org/remodelers/12571180/Details/,John Ricks,"Canal Winchester, OH",614-206-4724,John Ricks,http://www.rhhomeslimited.com/,Kitchens/Baths;Contractor;Remodeling Contractor;Business Services/Consulting;Specialty Contractor;Additions
Ohio,RA Cooks Renovations,https://remodelingdoneright.nari.org/remodelers/12644287/Details/,Ronnie Cooks,"Moraine, OH",(937) 701-5374,Ronnie Cooks,http://www.racooksrenovations.com/,Basement Remodeling;Remodeling Contractor;Roofing Contractor;Restoration;Kitchens/Baths;Tile Contractor;Cabinet Installer
